BRANCH_CODE,BRANCH_NAME,DATE_OPENED,REGION_CODE,REGION_NAME,DISTRICT_CODE,DISTRICT_NAME,CORE_BANK,INPUTTER,AUTHORISER,TRANS_DATE,TRANS_TIME,AUDITOR_CODE,AUDIT_DATE_TIME,BRANCH_MNEMONIC
ET0010161,Gida Ayana Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010161,21259_MUBSHER__OFS_BROWSERTC,62274_INPUTTER,28-Oct-18,16:13,,,GDA
ET0010186,Jimma Arjo Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010186,826_MUBSHER__OFS_BROWSERTC,25972_AUTHORISER,21-Mar-18,16:59,,,JMA
ET0010200,Ukke Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010200,21159_MUBSHER__OFS_BROWSERTC,25972_AUTHORISER,28-Oct-18,16:59,,,UKK
ET0010201,Chanqa Birbir Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010201,20937_MUBSHER__OFS_BROWSERTC,72225_INPUTTER,28-Oct-18,17:00,,,CHB
ET0010202,Leka Dulacha Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010202,20937_MUBSHER__OFS_BROWSERTC,72225_INPUTTER,28-Oct-18,17:02,,,LKD
ET0010204,Nunu Kumba Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010204,21159_MUBSHER__OFS_BROWSERTC,72225_INPUTTER,28-Oct-18,17:05,,,NNK
ET0010205,Jimma Rare Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010205,20937_MUBSHER__OFS_BROWSERTC,72225_INPUTTER,28-Oct-18,17:06,,,JMR
ET0010207,Sibu Sire Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010207,21159_MUBSHER__OFS_BROWSERTC,72225_INPUTTER,28-Oct-18,17:08,,,SBS
ET0010208,Ganji Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010208,20937_MUBSHER__OFS_BROWSERTC,72225_INPUTTER,28-Oct-18,17:09,,,GNJ
ET0010209,Mandi Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010209,21003_MUBSHER__OFS_BROWSERTC,72225_INPUTTER,28-Oct-18,17:11,,,MND
ET0010358,Gachi Branch,1-Jan-12,,OROMIA,10,JIMMA DISTRICT,ET0010358,50123_HABBEKU__OFS_BROWSERTC,38678_HABBEKU,18-Dec-18,7:21,,,GCH
ET0010359,Sokoru Branch,1-Jan-12,,OROMIA,10,JIMMA DISTRICT,ET0010359,50122_HABBEKU__OFS_BROWSERTC,38678_HABBEKU,18-Dec-18,7:20,,,SKR
ET0010360,Omo Nada Branch,18-Dec-18,,OROMIA,10,JIMMA DISTRICT,ET0010360,160027_ADDKAMC__OFS_BROWSERTC,93757_ADDKAMC,19-Dec-18,0:29,,,OND
ET0010387,Sigmo Branch,1-Jan-12,,OROMIA,10,JIMMA DISTRICT,ET0010387,21579_REGALEC__OFS_BROWSERTC,4804_FEYKIDK,23-Sep-19,15:38,,,SIG
ET0010396,Saxamma Branch,1-Jan-12,,OROMIA,10,JIMMA DISTRICT,ET0010396,21646_REGALEC__OFS_BROWSERTC,5415_REGALEC,23-Sep-19,15:37,,,SAX
ET0010403,Dedo Branch,1-Jan-12,,OROMIA,10,JIMMA DISTRICT,ET0010403,21682_REGALEC__OFS_BROWSERTC,5415_REGALEC,30-Sep-19,16:13,,,DED
ET0010404,Chawaqa Branch,1-Jan-12,,OROMIA,10,JIMMA DISTRICT,ET0010404,21616_REGALEC__OFS_BROWSERTC,24227_REGALEC,23-Sep-19,15:36,,,CHW
ET0010419,Fethi Mesjid Branch,1-Jan-12,,OROMIA,10,JIMMA DISTRICT,ET0010419,24951_FEYKIDK__OFS_BROWSERTC,62072_FEYKIDK,5-Feb-20,12:14,,,FET
ET0010447,Amana Branch,1-Jan-12,,OROMIA,10,JIMMA DISTRICT,ET0010447,40784_HABBEKU__OFS_BROWSERTC,50083_HABBEKU,13-Dec-21,14:56,,,AMN
ET0010467,Serbo Branch,1-Jan-12,,OROMIA,10,JIMMA DISTRICT,ET0010467,40563_HABBEKU__OFS_BROWSERTC,79413_HABBEKU,13-Dec-21,14:56,,,SRB
ET0010468,Yebu Branch,1-Jan-12,,OROMIA,10,JIMMA DISTRICT,ET0010468,40846_HABBEKU__OFS_BROWSERTC,78234_HABBEKU,13-Dec-21,14:55,,,YBU
ET0010549,Tobba Branch,1-Jan-12,,AA,10,JIMMA DISTRICT,ET0010549,95445_ZERENDK,81846_ZERENDK,26-Mar-22,6:16,,,TBB
ET0010067,Hawassa Branch,1-Jan-12,,SIDAMA,11,HAWASSA DISTRICT,ET0010067,2033_ZERENDK__OFS_BROWSERTC,8569_INPUTTER,25-Jan-22,14:39,,,HWA
ET0010015,Bule Hora Branch,1-Jan-12,,OROMIA,11,HAWASSA DISTRICT,ET0010015,20757_MUBSHER__OFS_BROWSERTC,82453_INPUTTER,27-Oct-18,10:36,,,BLH
ET0010532,Gedeb Branch,1-Jan-12,,SNNP,11,HAWASSA DISTRICT,ET0010532,40853_HABBEKU__OFS_BROWSERTC,25505_HABBEKU,13-Dec-21,14:51,,,GDB
ET0010527,Hawasa Industrial Park,1-Jan-12,,SIDAMA,11,HAWASSA DISTRICT,ET0010527,40854_HABBEKU__OFS_BROWSERTC,42147_HABBEKU,13-Dec-21,14:50,,,HIP
ET0010526,Alamura Branch,1-Jan-12,,SIDAMA,11,HAWASSA DISTRICT,ET0010526,40837_HABBEKU__OFS_BROWSERTC,22737_HABBEKU,13-Dec-21,14:50,,,ALM
ET0010525,Shafeta Branch,1-Jan-12,,SIDAMA,11,HAWASSA DISTRICT,ET0010525,40827_HABBEKU__OFS_BROWSERTC,41451_HABBEKU,13-Dec-21,14:50,,,SFT
ET0010488,Madha Galma Branch,1-Jan-12,,OROMIA,11,HAWASSA DISTRICT,ET0010488,40853_HABBEKU__OFS_BROWSERTC,68491_HABBEKU,13-Dec-21,14:50,,,MAD
ET0010487,Laku Branch,1-Jan-12,,SIDAMA,11,HAWASSA DISTRICT,ET0010487,40862_HABBEKU__OFS_BROWSERTC,7130_HABBEKU,13-Dec-21,14:49,,,LAK
ET0010486,Nur Branch,1-Jan-12,,OROMIA,11,HAWASSA DISTRICT,ET0010486,40345_HABBEKU__OFS_BROWSERTC,74351_HABBEKU,13-Dec-21,14:49,,,NUR
ET0010040,Dilla Branch,1-Jan-12,,SNNP,11,HAWASSA DISTRICT,ET0010040,20803_MUBSHER__OFS_BROWSERTC,54712_INPUTTER,27-Oct-18,11:55,,,DLL
ET0010041,Adola Branch,1-Jan-12,,OROMIA,11,HAWASSA DISTRICT,ET0010041,20766_MUBSHER__OFS_BROWSERTC,54712_INPUTTER,27-Oct-18,11:59,,,ADL
ET0010052,Odo Shakiso Branch,1-Jan-12,,OROMIA,11,HAWASSA DISTRICT,ET0010052,20837_MUBSHER__OFS_BROWSERTC,58417_INPUTTER,27-Oct-18,12:25,,,ODS
ET0010106,Negele Borena Branch,1-Jan-12,,OROMIA,11,HAWASSA DISTRICT,ET0010106,21003_MUBSHER__OFS_BROWSERTC,90787_INPUTTER,28-Oct-18,10:52,,,NGB
ET0010129,Moyale Branch,1-Jan-12,,OROMIA,11,HAWASSA DISTRICT,ET0010129,21003_MUBSHER__OFS_BROWSERTC,90787_INPUTTER,28-Oct-18,12:05,,,MYL
ET0010136,Fura Branch,1-Jan-12,,SIDAMA,11,HAWASSA DISTRICT,ET0010136,2017_ZERENDK__OFS_BROWSERTC,90787_INPUTTER,25-Jan-22,14:28,,,FRA
ET0010142,Yabello Branch,1-Jan-12,,OROMIA,11,HAWASSA DISTRICT,ET0010142,21259_MUBSHER__OFS_BROWSERTC,90787_INPUTTER,28-Oct-18,15:51,,,YBL
ET0010167,Uraga Branch,1-Jan-12,,OROMIA,11,HAWASSA DISTRICT,ET0010167,21003_MUBSHER__OFS_BROWSERTC,25972_AUTHORISER,28-Oct-18,16:20,,,URG
ET0010240,Qarcha Branch,1-Jan-12,,OROMIA,11,HAWASSA DISTRICT,ET0010240,21159_MUBSHER__OFS_BROWSERTC,52757_INPUTTER,28-Oct-18,17:47,,,QRC
ET0010259,Tabor Branch,1-Aug-17,,SIDAMA,11,HAWASSA DISTRICT,ET0010259,2083_ZERENDK__OFS_BROWSERTC,1140_NEGAKUA,25-Jan-22,14:49,,,TBR
ET0010299,Bore Branch,1-Jan-12,,OROMIA,11,HAWASSA DISTRICT,ET0010299,81104_NEGAKUA__OFS_BROWSERTC,4648_ASKKASA,4-Sep-18,16:12,,,BOR
ET0010311,Yirgachafe Branch,1-Jan-12,,SNNP,11,HAWASSA DISTRICT,ET0010311,81067_NEGAKUA__OFS_BROWSERTC,67078_WONYESB,4-Sep-18,16:12,,,YRC
ET0010352,Warka Branch,13-Nov-18,,SIDAMA,11,HAWASSA DISTRICT,ET0010352,1964_ZERENDK__OFS_BROWSERTC,18112_ADDKAMC,25-Jan-22,14:51,,,WRK
ET0010369,Hara Kello Branch,1-Jan-12,,OROMIA,11,HAWASSA DISTRICT,ET0010369,160006_ADDKAMC__OFS_BROWSERTC,73640_HABBEKU,4-Dec-18,13:16,,,HAR
ET0010378,Sumuda Branch,1-Jan-12,,SIDAMA,11,HAWASSA DISTRICT,ET0010378,2084_ZERENDK__OFS_BROWSERTC,38678_HABBEKU,25-Jan-22,14:48,,,SMD
ET0010379,Wadera Branch,1-Jan-12,,OROMIA,11,HAWASSA DISTRICT,ET0010379,42490_DONABEH__OFS_BROWSERTC,36332_HABBEKU,2-Oct-20,9:11,,,WAD
ET0010380,Taltale Branch,1-Jan-12,,OROMIA,11,HAWASSA DISTRICT,ET0010380,50106_HABBEKU__OFS_BROWSERTC,38678_HABBEKU,18-Dec-18,7:19,,,TLT
ET0010394,Bensa Daye Branch,1-Jan-12,,SIDAMA,11,HAWASSA DISTRICT,ET0010394,1924_ZERENDK__OFS_BROWSERTC,73603_WONYESB,25-Jan-22,14:27,,,BND
ET0010400,Tullu Farda,1-Jan-12,,OROMIA,11,HAWASSA DISTRICT,ET0010400,8726_DONABEH__OFS_BROWSERTC,76604_FEYKIDK,20-Oct-20,11:42,,,TUL
ET0010437,Beriso Dukale Micro,1-Jan-12,,OROMIA,11,HAWASSA DISTRICT,ET0010437,9228_FEYKIDK__OFS_BROWSERTC,54113_FEYKIDK,25-Nov-20,17:18,,,BDM
ET0010438,Yirgalem Branch,1-Jan-12,,SIDAMA,11,HAWASSA DISTRICT,ET0010438,8923_FEYKIDK__OFS_BROWSERTC,23265_FEYKIDK,25-Nov-20,17:35,,,YLM
ET0010462,Dollo Ado Branch,1-Jan-12,,SOMALI,11,HAWASSA DISTRICT,ET0010462,40708_HABBEKU__OFS_BROWSERTC,23067_FEYKIDK,13-Dec-21,14:51,,,DAD
ET0010584,ALNasir Branch,1-Jan-12,,AA,11,HAWASSA DISTRICT,ET0010584,46374_ZERENDK,56683_BILMESB,6-Apr-22,19:05,,,ALN
ET0010583,DERARO BRANCH,1-Jan-12,,AA,11,HAWASSA DISTRICT,ET0010583,43070_ZERENDK,54081_ZERENDK,6-Apr-22,19:57,,,DER
ET0010603,Haya Dima Branch,1-Jan-12,,AA,11,HAWASSA DISTRICT,ET0010603,52866_ZERENDK,37658_ZERENDK,12-Jul-22,11:58,,,HYD
ET0010086,Mekele Branch,1-Jan-12,,TIGRAY,12,MEKELE AREA BR RELATIONSHIP OFFICE,ET0010086,61107_MEGERSA__OFS_BROWSERTC,88908_INPUTTER,14-May-19,15:20,,,MKL
ET0010123,Shire Branch,1-Jan-12,,TIGRAY,12,MEKELE AREA BR RELATIONSHIP OFFICE,ET0010123,21032_REGALEC__OFS_BROWSERTC,90787_INPUTTER,17-Jun-19,16:27,,,SHR
ET0010148,Djibruk Branch,1-Jan-12,,TIGRAY,12,MEKELE AREA BR RELATIONSHIP OFFICE,ET0010148,21057_REGALEC__OFS_BROWSERTC,90787_INPUTTER,17-Jun-19,16:26,,,DJB
ET0010389,Aksum Branch,1-Jan-12,,TIGRAY,12,MEKELE AREA BR RELATIONSHIP OFFICE,ET0010389,21193_REGALEC__OFS_BROWSERTC,31427_REGALEC,17-Jun-19,16:26,,,AKS
ET0010390,Adigrat Branch,1-Jan-12,,TIGRAY,12,MEKELE AREA BR RELATIONSHIP OFFICE,ET0010390,21111_REGALEC__OFS_BROWSERTC,31427_REGALEC,17-Jun-19,16:27,,,ADT
ET0010003,Asela Branch,1-Jan-12,,OROMIA,13,ASELLA DISTRICT,ET0010003,40091_ZERENDK__OFS_BROWSERTC,94643_INPUTTER,17-Aug-21,20:18,,,ASL
ET0010338,Kobo Branch,30-Oct-18,,OROMIA,14,CHIRO DISTRICT,ET0010338,40095_ZERENDK__OFS_BROWSERTC,21993_ADDKAMC,17-Aug-21,20:27,,,KOB
ET0010340,Michata Branch,1-Jan-12,,OROMIA,14,CHIRO DISTRICT,ET0010340,40095_ZERENDK__OFS_BROWSERTC,46925_REGALEC,17-Aug-21,20:27,,,MIC
ET0010374,JAJA BRANCH,1-Jan-12,,OROMIA,14,CHIRO DISTRICT,ET0010374,40095_ZERENDK__OFS_BROWSERTC,5449_FEYKIDK,17-Aug-21,20:28,,,JAJ
ET0010375,Doba Branch,1-Jan-12,,OROMIA,14,CHIRO DISTRICT,ET0010375,40095_ZERENDK__OFS_BROWSERTC,53454_FEYKIDK,17-Aug-21,20:28,,,DOB
ET0010377,Sheik Mohammed Reshad,1-Jan-12,,DIREDEWA,14,CHIRO DISTRICT,ET0010377,40095_ZERENDK__OFS_BROWSERTC,59529_FEYKIDK,17-Aug-21,20:28,,,SMR
ET0010505,Miesso Branch,1-Jan-12,,Oromia,14,CHIRO DISTRICT,ET0010505,28406_FEYKIDK,62172_FEYKIDK,8-Oct-21,10:45,,,MIE
ET0010506,Ancher Branch,1-Jan-12,,OROMIA,14,CHIRO DISTRICT,ET0010506,1345_ZERENDK,43233_ZERENDK,8-Oct-21,11:52,,,ANC
ET0010507,Gemechis Branch,1-Jan-12,,HARARI,14,CHIRO DISTRICT,ET0010507,40837_HABBEKU__OFS_BROWSERTC,31589_ZERENDK,13-Dec-21,14:44,,,GEM
ET0010578,Murtiguto Branch,1-Jan-12,,OROMIA,14,CHIRO DISTRICT,ET0010578,75196_FEYKIDK,91132_FEYKIDK,21-Apr-22,10:52,,,MRB
ET0010586,Asabot Branch,1-Jan-12,,OROMIA,14,CHIRO DISTRICT,ET0010586,72491_FEYKIDK,85711_FEYKIDK,21-Apr-22,11:48,,,ASB
ET0010587,Haro Charchar Branch,1-Jan-12,,AA,14,CHIRO DISTRICT,ET0010587,59216_ZERENDK,14406_ZERENDK,24-Apr-22,23:58,,,HCR
ET0010588,Burqa Dhintu Branch,1-Jan-12,,AA,14,CHIRO DISTRICT,ET0010588,59216_ZERENDK,37753_ZERENDK,24-Apr-22,23:58,,,BDH
ET0010093,Hosana Branch,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010093,40095_ZERENDK__OFS_BROWSERTC,88908_INPUTTER,17-Aug-21,20:29,,,HSN
ET0010094,Wolayita Soddo Branch,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010094,40095_ZERENDK__OFS_BROWSERTC,88908_INPUTTER,17-Aug-21,20:29,,,WOS
ET0010562,Sankura Branch,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010562,1353_HABBEKU__OFS_BROWSERTC,95098_HABBEKU,8-Jan-22,15:12,,,SNK
ET0010563,Gesupa Branch,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010563,760_HABBEKU__OFS_BROWSERTC,61230_HABBEKU,8-Jan-22,15:12,,,GSP
ET0010551,Damboya Branch,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010551,40853_HABBEKU__OFS_BROWSERTC,67729_HABBEKU,13-Dec-21,14:54,,,DAM
ET0010552,Boditi Branch,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010552,40837_HABBEKU__OFS_BROWSERTC,913_HABBEKU,13-Dec-21,14:53,,,BOD
ET0010553,Konso Branch,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010553,40780_HABBEKU__OFS_BROWSERTC,68798_HABBEKU,13-Dec-21,14:53,,,KON
ET0010554,Jajura Branch,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010554,40853_HABBEKU__OFS_BROWSERTC,14530_HABBEKU,13-Dec-21,14:53,,,JJU
ET0010494,Areka Branch,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010494,40831_HABBEKU__OFS_BROWSERTC,50108_HABBEKU,13-Dec-21,14:53,,,ARK
ET0010493,Shinshicho Branch,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010493,40345_HABBEKU__OFS_BROWSERTC,5828_HABBEKU,13-Dec-21,14:52,,,SHS
ET0010492,Durame Branch,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010492,40820_HABBEKU__OFS_BROWSERTC,4962_HABBEKU,13-Dec-21,14:52,,,DUR
ET0010491,Conolel Bezabih Petros,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010491,40854_HABBEKU__OFS_BROWSERTC,96826_HABBEKU,13-Dec-21,14:51,,,CBP
ET0010162,Wolkite Branch,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010162,40095_ZERENDK__OFS_BROWSERTC,62274_INPUTTER,17-Aug-21,20:30,,,WLK
ET0010176,Arba Minch Branch,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010176,40095_ZERENDK__OFS_BROWSERTC,25972_AUTHORISER,17-Aug-21,20:30,,,ARM
ET0010310,Butajira Branch,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010310,40095_ZERENDK__OFS_BROWSERTC,32036_TSENIRM,17-Aug-21,20:30,,,BUT
ET0010329,Sechduna Branch,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010329,40095_ZERENDK__OFS_BROWSERTC,90152_FEYKIDK,17-Aug-21,20:31,,,HSM
ET0010336,Halaba Kulito Branch,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010336,40095_ZERENDK__OFS_BROWSERTC,85507_TSENIRM,17-Aug-21,20:31,,,HAL
ET0010423,OMER IBN ALKHATTAB Br,27-May-20,,SNNP,15,HOSSANA DISTRICT,ET0010423,40095_ZERENDK__OFS_BROWSERTC,4572_ADDKAMC,17-Aug-21,20:31,,,OMI
ET0010439,Doyo Gena Branch,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010439,40095_ZERENDK__OFS_BROWSERTC,2866_FEYKIDK,17-Aug-21,20:31,,,DYG
ET0010440,Hadero Branch,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010440,40091_ZERENDK__OFS_BROWSERTC,20544_FEYKIDK,17-Aug-21,20:32,,,HDR
ET0010495,Bonosha Branch,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010495,66298_FEYKIDK,56008_FEYKIDK,21-Sep-21,16:52,,,BNS
ET0010496,Bui Branch,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010496,66298_FEYKIDK,23342_FEYKIDK,21-Sep-21,16:52,,,BUI
ET0010497,Kela Branch,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010497,2102_FEYKIDK__OFS_BROWSERTC,84036_FEYKIDK,10-Feb-22,17:12,,,KEL
ET0010498,Enseno Branch,1-Jan-12,,SNNP,15,HOSSANA DISTRICT,ET0010498,66298_FEYKIDK,87503_FEYKIDK,21-Sep-21,16:52,,,ENS
ET0010572,Homecho Branch,1-Jan-12,,AA,15,HOSSANA DISTRICT,ET0010572,22902_ZERENDK,73720_ZERENDK,13-Mar-22,20:50,,,HMC
ET0010580,Tona Branch,1-Jan-12,,AA,15,HOSSANA DISTRICT,ET0010580,53754_ZERENDK,83080_ZERENDK,2-Apr-22,10:47,,,TNA
ET0010600,Dawuro Branch,1-Jan-12,,AA,15,HOSSANA DISTRICT,ET0010600,48982_ZERENDK,65249_ZERENDK,6-Jul-22,10:29,,,DWR
ET0010601,Fitawurari Geja,1-Jan-12,,AA,15,HOSSANA DISTRICT,ET0010601,8628_ZERENDK,93928_ZERENDK,6-Jul-22,11:30,,,FTA
ET0010602,Lisana Branch,1-Jan-12,,AA,15,HOSSANA DISTRICT,ET0010602,89680_ZERENDK,89680_ZERENDK,6-Jul-22,11:20,,,LSN
ET0010019,Gulele Branch,1-Jan-12,,AA,16,NORTH FINFINE DISTRICT,ET0010019,56_HABBEKU__OFS_BROWSERTC,84250_INPUTTER,17-Aug-21,21:26,,,GLL
ET0010023,Sululta Branch,1-Jan-12,,OROMIA,16,NORTH FINFINE DISTRICT,ET0010023,56_HABBEKU__OFS_BROWSERTC,84250_INPUTTER,17-Aug-21,21:26,,,SLL
ET0010540,Wabari Branch,1-Jan-12,,AA,16,NORTH FINFINE DISTRICT,ET0010540,91286_HABBEKU__OFS_BROWSERTC,97195_HABBEKU,13-Dec-21,11:18,,,WBR
ET0010537,Rabadori Branch,1-Jan-12,,AA,16,NORTH FINFINE DISTRICT,ET0010537,40861_ZERENDK__OFS_BROWSERTC,195_ZERENDK,26-Nov-21,15:41,,,RAB
ET0010031,Kuyyu Branch,1-Jan-12,,OROMIA,16,NORTH FINFINE DISTRICT,ET0010031,56_HABBEKU__OFS_BROWSERTC,54712_INPUTTER,17-Aug-21,21:26,,,KYU
ET0010032,Sendafa Bake Branch,1-Jan-12,,OROMIA,16,NORTH FINFINE DISTRICT,ET0010032,56_HABBEKU__OFS_BROWSERTC,54712_INPUTTER,17-Aug-21,21:26,,,SNB
ET0010053,Chancho Branch,1-Jan-12,,OROMIA,16,NORTH FINFINE DISTRICT,ET0010053,56_HABBEKU__OFS_BROWSERTC,58417_INPUTTER,17-Aug-21,21:27,,,CHA
ET0010066,Lega Tafo Branch,1-Jan-12,,OROMIA,16,NORTH FINFINE DISTRICT,ET0010066,56_HABBEKU__OFS_BROWSERTC,8569_INPUTTER,17-Aug-21,21:27,,,LGT
ET0010080,Fiche Branch,1-Jan-12,,OROMIA,16,NORTH FINFINE DISTRICT,ET0010080,56_HABBEKU__OFS_BROWSERTC,88908_INPUTTER,17-Aug-21,21:27,,,FCH
ET0010081,Kotobe Branch,1-Jan-12,,AA,16,NORTH FINFINE DISTRICT,ET0010081,56_HABBEKU__OFS_BROWSERTC,88908_INPUTTER,17-Aug-21,21:27,,,KTB
ET0010092,Sheno Branch,1-Jan-12,,OROMIA,16,NORTH FINFINE DISTRICT,ET0010092,56_HABBEKU__OFS_BROWSERTC,88908_INPUTTER,17-Aug-21,21:28,,,SHN
ET0010095,Addisu Gebeya Branch,1-Jan-12,,AA,16,NORTH FINFINE DISTRICT,ET0010095,56_HABBEKU__OFS_BROWSERTC,88908_INPUTTER,17-Aug-21,21:28,,,ADG
ET0010137,Ferensay Legasiyon Br,1-Jan-12,,AA,16,NORTH FINFINE DISTRICT,ET0010137,56_HABBEKU__OFS_BROWSERTC,90787_INPUTTER,17-Aug-21,21:28,,,FRL
ET0010143,Bake Branch,1-Jan-12,,OROMIA,16,NORTH FINFINE DISTRICT,ET0010143,56_HABBEKU__OFS_BROWSERTC,90787_INPUTTER,17-Aug-21,21:28,,,BKE
ET0010147,Muka Turi Branch,1-Jan-12,,OROMIA,16,NORTH FINFINE DISTRICT,ET0010147,56_HABBEKU__OFS_BROWSERTC,90787_INPUTTER,17-Aug-21,21:28,,,MKT
ET0010151,CMC Branch,1-Jan-12,,AA,16,NORTH FINFINE DISTRICT,ET0010151,56_HABBEKU__OFS_BROWSERTC,90787_INPUTTER,17-Aug-21,21:29,,,CMC
ET0010157,Derra Branch,1-Jan-12,,OROMIA,16,NORTH FINFINE DISTRICT,ET0010157,56_HABBEKU__OFS_BROWSERTC,47169_NEGAKUA,17-Aug-21,21:29,,,DRR
ET0010169,Lamberet Branch,1-Jan-12,,AA,16,NORTH FINFINE DISTRICT,ET0010169,56_HABBEKU__OFS_BROWSERTC,25972_AUTHORISER,17-Aug-21,21:29,,,LMB
ET0010175,Dale Dembel Branch,1-Jan-12,,OROMIA,16,NORTH FINFINE DISTRICT,ET0010175,101_HABBEKU__OFS_BROWSERTC,25972_AUTHORISER,17-Aug-21,21:29,,,DLD
ET0010177,Wasarbi Branch,1-Jan-12,,OROMIA,16,NORTH FINFINE DISTRICT,ET0010177,101_HABBEKU__OFS_BROWSERTC,25972_AUTHORISER,17-Aug-21,21:29,,,WSR
ET0010179,Shenen Jida Branch,1-Jan-12,,OROMIA,16,NORTH FINFINE DISTRICT,ET0010179,101_HABBEKU__OFS_BROWSERTC,25972_AUTHORISER,17-Aug-21,21:30,,,SHJ
ET0010193,Warra Jarso Branch,1-Jan-12,,OROMIA,16,NORTH FINFINE DISTRICT,ET0010193,101_HABBEKU__OFS_BROWSERTC,25972_AUTHORISER,17-Aug-21,21:30,,,WRJ
